Day Ahead Market LMPs
07/16/2011

,,,All Hours-Ending are Eastern Standard Time (EST)
Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
ALTW.MRES_1.AZ,Hub,LMP,19.88,16.93,15.87,15.76,15.82,16.68,19.93,23.19,28.91,35.03,39.11,42.09,46.6,50.58,57.05,65.03,68.79,62.28,54.68,46.4,48.44,40.61,28.99,26.24
ALTW.MTOWNCT1,Gennode,LMP,21.67,18.47,16.74,16.15,16.06,17.03,19.72,23.61,31.81,38.94,44.71,44.49,49.4,54.66,63.24,71.18,73.95,67.1,61.24,50.31,51.98,43.25,30.63,27.48
ALTW.MTOWNCT2,Gennode,LMP,21.67,18.47,16.74,16.15,16.06,17.03,19.72,23.61,31.81,38.94,44.71,44.49,49.4,54.66,63.24,71.18,73.95,67.1,61.24,50.31,51.98,43.25,30.63,27.48
ALTW.MTOWNCT3,Gennode,LMP,21.69,18.49,16.76,16.17,16.08,17.05,19.72,23.61,31.83,38.96,44.75,44.49,49.4,54.65,63.25,71.19,73.94,67.1,61.26,50.31,51.97,43.24,30.65,27.5
ALTW.NCENT1,Gennode,LMP,23.15,20.24,18.47,17.91,17.74,18.4,19.61,23.13,28.54,35.12,39.18,43.17,48.14,53.21,59.03,67.7,71.95,64.47,55.82,48.26,51.46,42.38,31.66,29.14
ALTW.NCENT2,Gennode,LMP,23.15,20.24,18.47,17.91,17.74,18.4,19.61,23.13,28.54,35.12,39.18,43.17,48.14,53.21,59.03,67.7,71.95,64.47,55.82,48.26,51.46,42.38,31.66,29.14
ALTW.NSP,Loadzone,LMP,21.31,18.35,16.9,16.54,16.48,17.33,20.02,23.34,28.93,34.99,38.66,41.72,46,49.63,55.99,63.74,67.65,61.37,53.7,45.73,47.68,40.15,29.99,27.16
ALTW.NSPP_1.AZ,Hub,LMP,21.26,18.28,16.85,16.51,16.45,17.31,20.12,23.48,29.25,35.43,39.36,42.29,46.7,50.48,57.04,64.92,68.75,62.36,54.74,46.46,48.38,40.7,30.08,27.17
ALTW.ODINWF,Gennode,LMP,20.02,17.08,15.93,15.77,15.8,16.66,19.53,22.77,28.39,34.44,38.44,41.34,45.74,49.57,55.97,63.77,67.44,61.12,53.69,45.51,47.43,39.83,29.03,26.2
ALTW.OTTUMW1,Gennode,LMP,21.46,18.44,16.83,16.34,16.25,17.06,17.82,21.36,26.45,32.88,36.58,40.4,44.97,49.4,54.9,62.93,66.92,60.11,52.03,44.91,47.68,39.49,30.11,27.39
ALTW.PIONPRAR2,Gennode,LMP,21.45,18.44,16.71,16.14,16,16.9,18.86,22.33,26.91,33.26,36.52,41.23,45.6,49.07,54.51,62.6,66.88,60.45,51.89,44.9,47.2,39.68,30.06,26.83
ALTW.PIOPRAR1A,Gennode,LMP,21.45,18.44,16.71,16.14,16,16.9,18.86,22.33,26.91,33.26,36.52,41.23,45.6,49.07,54.51,62.6,66.88,60.45,51.89,44.9,47.2,39.68,30.06,26.82
ALTW.PRARC1,Gennode,LMP,22.76,19.43,17.2,16.24,16.01,17.05,17.64,21.76,26.52,33.85,37.3,42.46,47.26,51.76,56.98,65.62,70.17,62.91,53.74,46.94,50.12,41.5,31.44,27.99
ALTW.PRARC3,Gennode,LMP,22.76,19.43,17.2,16.24,16.01,17.05,17.64,21.76,26.52,33.85,37.3,42.46,47.26,51.76,56.98,65.62,70.17,62.91,53.74,46.94,50.12,41.5,31.44,27.99
ALTW.PRARC4,Gennode,LMP,22.76,19.43,17.2,16.24,16.01,17.05,17.64,21.76,26.52,33.85,37.3,42.46,47.26,51.76,56.98,65.62,70.17,62.91,53.74,46.94,50.12,41.5,31.44,27.99
ALTW.RCCSRCC1,Gennode,LMP,22.76,19.43,17.2,16.24,16.01,17.05,17.52,21.63,26.36,33.66,37.09,42.23,47,51.48,56.66,65.25,69.79,62.56,53.44,46.68,49.84,41.27,31.44,27.99
ALTW.ROQUETTE1,Gennode,LMP,24.38,21.94,19.78,19,18.58,18.89,20.4,23.54,28.71,34.98,39.16,43.07,48.18,53.74,59.46,68.23,72.47,64.71,56.03,48.56,52.11,42.6,31.57,29.17
ALTW.SLAK_1N,Gennode,LMP,19.45,16.24,15.79,16.12,16.46,17.4,19.53,22.86,28.54,34.77,38.92,42.13,46.88,51.63,57.75,66,69.9,62.86,54.91,47.01,49.72,41.17,29.88,27.57
ALTW.SLAK_2N,Gennode,LMP,19.45,16.24,15.79,16.12,16.46,17.4,19.53,22.86,28.54,34.77,38.92,42.13,46.88,51.63,57.75,66,69.9,62.86,54.91,47.01,49.72,41.17,29.88,27.57
ALTW.SLAK_31,Gennode,LMP,19.45,16.24,15.79,16.12,16.46,17.4,19.53,22.86,28.54,34.77,38.92,42.13,46.88,51.63,57.75,66,69.9,62.86,54.91,47.01,49.72,41.17,29.88,27.57
ALTW.SLAK_32,Gennode,LMP,19.45,16.24,15.79,16.12,16.46,17.4,19.53,22.86,28.54,34.77,38.92,42.13,46.88,51.63,57.75,66,69.9,62.86,54.91,47.01,49.72,41.17,29.88,27.57
ALTW.SMP,Loadzone,LMP,20.91,17.93,16.62,16.35,16.34,17.2,19.9,23.22,29,35.2,39.3,42.19,46.67,50.54,57.12,65.06,68.78,62.36,54.84,46.43,48.33,40.62,29.96,27.01
ALTW.SPRVAUN1,Gennode,LMP,22.45,19.39,17.67,17.13,16.99,17.88,20.35,23.87,29.6,36.14,40.2,43.63,48.24,52.11,58.72,66.98,70.96,64.33,56.29,47.86,49.87,41.96,31.4,28.14
ALTW.STORYALTM,Gennode,LMP,21.54,18.35,16.63,16.05,15.95,16.93,19.83,23.73,31.98,39.13,44.94,44.69,49.63,54.91,63.54,71.52,74.29,67.4,61.53,50.54,52.21,43.45,30.47,27.32
ALTW.STORYBUCK,Gennode,LMP,21.54,18.35,16.63,16.05,15.95,16.93,19.83,23.73,31.98,39.13,44.94,44.69,49.63,54.91,63.54,71.52,74.29,67.4,61.53,50.54,52.21,43.45,30.47,27.32
ALTW.STORYCOII,Gennode,LMP,21.54,18.35,16.64,16.05,15.95,16.93,19.83,23.73,31.98,39.13,44.94,44.69,49.63,54.91,63.54,71.52,74.29,67.4,61.53,50.54,52.21,43.45,30.47,27.33
ALTW.STORYHEPM,Gennode,LMP,21.54,18.35,16.63,16.05,15.95,16.93,19.83,23.73,31.98,39.13,44.94,44.69,49.63,54.91,63.54,71.52,74.29,67.4,61.53,50.54,52.21,43.45,30.47,27.32
ALTW.STORYWVPA,Gennode,LMP,21.54,18.35,16.63,16.05,15.95,16.93,19.83,23.73,31.98,39.13,44.94,44.69,49.63,54.91,63.54,71.52,74.29,67.4,61.53,50.54,52.21,43.45,30.47,27.32
ALTW.SUTH1,Gennode,LMP,21.67,18.47,16.74,16.15,16.06,17.03,19.72,23.61,31.81,38.94,44.71,44.49,49.4,54.66,63.24,71.18,73.95,67.1,61.24,50.31,51.98,43.25,30.63,27.48
ALTW.SUTH3,Gennode,LMP,21.67,18.47,16.74,16.15,16.05,17.03,19.72,23.61,31.81,38.94,44.71,44.49,49.4,54.66,63.24,71.18,73.95,67.1,61.24,50.31,51.98,43.25,30.62,27.47
ALTW.TEA_1.AZ,Hub,LMP,20.92,17.94,16.62,16.36,16.34,17.2,19.9,23.22,28.99,35.19,39.28,42.19,46.66,50.54,57.11,65.05,68.77,62.35,54.82,46.43,48.33,40.62,29.97,27.02
ALTW.TOI_2.3,Gennode,LMP,21.28,18.25,16.71,16.28,16.21,17.1,19.33,22.76,29.66,36.03,40.86,41.81,46.26,50.46,58.03,65.54,68.54,62.34,56.14,46.54,47.98,40.29,30.16,27.06
ALTW.TOI_MGEO,Gennode,LMP,21.28,18.25,16.71,16.28,16.21,17.1,19.33,22.76,29.66,36.03,40.86,41.81,46.26,50.46,58.03,65.54,68.54,62.34,56.14,46.54,47.98,40.29,30.16,27.06
ALTW.TOI_MGEP,Gennode,LMP,21.28,18.25,16.71,16.28,16.21,17.1,19.33,22.76,29.66,36.03,40.86,41.81,46.26,50.46,58.03,65.54,68.54,62.34,56.14,46.54,47.98,40.29,30.16,27.06
ALTW.UPLS_1.AZ,Hub,LMP,19.8,16.87,15.77,15.64,15.69,16.54,19.53,22.76,28.37,34.41,38.41,41.32,45.74,49.59,55.96,63.78,67.46,61.12,53.66,45.52,47.47,39.84,28.82,26.04
ALTW.UPLS_2.AZ,Hub,LMP,20.73,17.75,16.51,16.29,16.29,17.15,19.94,23.24,28.99,35.15,39.24,42.16,46.64,50.53,57.08,65.02,68.76,62.33,54.77,46.41,48.34,40.61,29.81,26.92
ALTW.WELLS1,Gennode,LMP,21.38,18.39,16.94,16.59,16.53,17.4,20.28,23.67,29.62,35.94,40.15,42.98,47.52,51.42,58.22,66.26,70,63.51,55.94,47.28,49.14,41.34,30.36,27.31
ALTW.WHISPERWI,Gennode,LMP,21.58,18.43,16.96,16.58,16.56,17.49,19.18,22.74,32.86,39.51,46.55,42.3,46.92,52.36,62.75,69.53,70.71,64.7,61.83,48.69,49.14,41,30.84,27.84
ALTW.WOLFWIND,Gennode,LMP,19.68,16.71,15.71,15.63,15.72,16.59,19.4,22.64,28.41,34.46,38.58,41.22,45.66,49.69,56.16,63.94,67.53,61.13,53.85,45.58,47.57,39.83,28.84,26.15
ALTW.WORT1,Gennode,LMP,21.28,18.25,16.71,16.28,16.21,17.1,19.33,22.76,29.66,36.03,40.86,41.81,46.26,50.46,58.03,65.54,68.54,62.34,56.14,46.54,47.98,40.29,30.16,27.06
ALTW.WPPI,Loadzone,LMP,22.81,19.43,17.12,16.11,15.86,16.95,17.63,21.75,25.36,32.65,35.28,42.5,47.28,51.51,55.88,64.82,69.91,62.8,52.69,46.13,49.58,41.21,31.49,27.9
ALTW.WPPI_1.AZ,Hub,LMP,22.26,19.07,17.1,16.35,16.17,17.14,18.63,22.45,24.78,31.61,33.4,42.92,47.75,51.92,55.49,64.84,70.47,63.58,52.51,45.57,49.34,41.18,30.99,27.64
ALTW.WRTHNGT,Loadzone,LMP,19.72,16.78,15.74,15.66,15.73,16.58,19.81,23.06,28.74,34.83,38.89,41.86,46.35,50.34,56.76,64.7,68.45,61.96,54.39,46.17,48.21,40.41,28.82,26.11
ALTW.WSEC3,Gennode,LMP,18.12,15,14.69,15.08,15.44,16.37,18.33,21.47,26.88,32.75,36.7,39.57,44.05,48.52,54.34,62.07,65.68,59.09,51.71,44.19,46.71,38.68,28.25,26.02
ALTW.WSEC4,Gennode,LMP,18.15,15.03,14.72,15.11,15.47,16.4,18.36,21.5,26.92,32.8,36.75,39.63,44.11,48.59,54.42,62.15,65.77,59.17,51.78,44.26,46.77,38.73,28.29,26.06
ALTW.W_BINGHAM,Gennode,LMP,19.99,17.05,15.92,15.77,15.81,16.67,19.91,23.17,28.87,35,39.06,42.04,46.52,50.44,56.92,64.87,68.62,62.17,54.58,46.3,48.28,40.52,29.02,26.22
ALTW.W_JEFERSN,Gennode,LMP,19.51,16.38,15.63,15.73,15.94,16.86,19.58,22.99,28.94,35.33,39.69,42.54,47.35,52.2,58.61,66.87,70.66,63.59,55.83,47.58,50.21,41.58,29.32,26.83
AMIL.ACL9,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.ACP9,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.AEM.IL,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.AEM.NORIS,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.AEM.NWTN,Loadzone,LMP,25.72,24.09,22.27,21.77,21.32,20.67,22.52,24.64,30.06,34.6,38.98,42.34,47.57,53.72,59.22,67.99,72.17,64.13,55.53,48.3,52.27,42.3,31.96,31.55
AMIL.AEM.RPGI,Loadzone,LMP,22.53,19.37,17.47,16.78,16.62,17.52,18.92,22.74,29.96,37,42.17,43.36,48.31,53.84,61.58,69.91,72.74,66.01,60.06,48.76,50.91,42.17,31.29,28.16
AMIL.AEM.SYLND,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.AIP9,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.AIU1,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.AIU3,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.AIU8,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.ALSEYCTG1,Gennode,LMP,25.4,23.46,21.19,20.46,19.84,19.85,21.71,24.25,28.79,34.69,38.97,42.88,48.12,54.2,59.8,68.65,72.88,64.83,56.13,48.78,52.7,42.74,32.4,29.01
AMIL.ALSEYCTG2,Gennode,LMP,25.4,23.46,21.19,20.46,19.84,19.85,21.71,24.25,28.79,34.69,38.97,42.88,48.12,54.2,59.8,68.65,72.88,64.83,56.13,48.78,52.7,42.74,32.4,29.01
AMIL.ALSEYCTG3,Gennode,LMP,25.4,23.46,21.19,20.46,19.84,19.85,21.71,24.25,28.79,34.69,38.97,42.88,48.12,54.2,59.8,68.65,72.88,64.83,56.13,48.78,52.7,42.74,32.4,29.01
AMIL.ALSEYCTG4,Gennode,LMP,25.4,23.46,21.19,20.46,19.84,19.85,21.71,24.25,28.79,34.69,38.97,42.88,48.12,54.2,59.8,68.65,72.88,64.83,56.13,48.78,52.7,42.74,32.4,29.01
AMIL.ALSEYCTG5,Gennode,LMP,25.4,23.46,21.19,20.46,19.84,19.85,21.71,24.25,28.79,34.69,38.97,42.88,48.12,54.2,59.8,68.65,72.88,64.83,56.13,48.78,52.7,42.74,32.4,29.01
AMIL.AMAEAMAN,Gennode,LMP,23.07,19.75,17.53,16.57,16.34,17.35,17.96,22.14,27.12,34.52,38.09,43.2,48.08,52.68,58.05,66.81,71.41,64.03,54.77,47.79,50.99,42.22,31.74,28.43
AMIL.AMER,Loadzone,LMP,25.7,24,21.82,21.21,20.56,20.38,22.61,24.83,29.17,34.73,39.09,42.97,48.31,54.65,60.22,69.15,73.38,65.16,56.42,49.1,53.21,42.99,32.57,29.15
AMIL.AMILSES,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.AMS_ASTOR,Gennode,LMP,21.69,18.49,16.77,16.18,16.08,17.05,20.08,24.01,32.31,39.52,45.37,45.17,50.16,55.49,64.19,72.26,75.08,68.12,62.15,51.07,52.78,43.91,30.66,27.51
AMIL.ANI_AANIT,Gennode,LMP,19.03,15.89,15.36,15.63,15.92,16.85,19.23,22.53,28.24,34.43,38.62,41.56,46.26,50.97,57.13,65.23,69,62.08,54.38,46.44,49.05,40.62,29.12,26.76
AMIL.ARM_AWHIT,Gennode,LMP,19.95,16.92,15.85,15.72,15.81,16.7,19.38,22.73,29.49,35.75,40.54,41.73,46.27,50.73,58.05,65.69,68.8,62.38,55.96,46.63,48.39,40.41,29.2,26.47
AMIL.AVTN,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BALDSSAUX,Loadzone,LMP,25.67,23.91,21.59,20.68,20.1,19.77,21.3,23.66,28.72,33.67,37.84,41.31,46.34,52.08,57.49,65.99,70.07,62.38,54.01,46.92,50.61,41.11,31.55,30.18
AMIL.BALDWI51,Gennode,LMP,25.64,23.88,21.56,20.65,20.07,19.74,21.29,23.65,28.71,33.66,37.82,41.29,46.32,52.05,57.46,65.95,70.03,62.35,53.98,46.89,50.58,41.09,31.51,30.15
AMIL.BALDWI52,Gennode,LMP,25.64,23.88,21.56,20.65,20.07,19.74,21.29,23.65,28.71,33.66,37.82,41.29,46.32,52.05,57.46,65.95,70.03,62.35,53.98,46.89,50.58,41.09,31.51,30.15
AMIL.BALDWI53,Gennode,LMP,25.64,23.88,21.56,20.65,20.07,19.74,21.29,23.65,28.71,33.66,37.82,41.29,46.32,52.05,57.46,65.95,70.03,62.35,53.98,46.89,50.58,41.09,31.51,30.15
AMIL.BGS1,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BGS2,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BGS3,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BGS4,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BGS5,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BGS6,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BGS7,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BGS8,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BGS9,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BSEAMIL,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.BSEINDC1,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDC2,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDC3,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDCP1,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDCP2,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDCP3,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDIP1,Loadzone,LMP,26.16,24.49,22.7,22.29,21.84,21.19,23.57,25.71,31.14,35.84,40.39,43.92,49.37,55.82,61.52,70.64,74.97,66.58,57.66,50.16,54.34,43.92,32.8,32.05
AMIL.BSEINDIP2,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.BSEINDIP3,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.CC.CSTN,Gennode,LMP,25.64,23.99,22.1,21.56,21.08,20.5,21.97,24.02,29.21,33.87,38.15,41.5,46.63,52.66,58.05,66.66,70.75,62.86,54.43,47.35,51.25,41.46,31.88,31.13
AMIL.CC.GDTWR1,Gennode,LMP,26.2,24.55,22.42,21.66,21.14,20.58,20.95,23.09,28.36,33,37.11,40.35,45.29,50.97,56.24,64.56,68.55,60.99,52.8,45.89,49.56,40.21,32.04,31.57
AMIL.CC.GDTWR2,Gennode,LMP,26.18,24.53,22.4,21.64,21.11,20.55,20.98,23.12,28.4,33.05,37.17,40.41,45.35,51.04,56.32,64.66,68.65,61.08,52.88,45.96,49.63,40.27,32.02,31.54
AMIL.CC.MRDOSI,Gennode,LMP,25.09,23.05,20.74,19.96,19.36,19.45,21.55,24.08,28.56,34.43,38.66,42.56,47.75,53.71,59.28,68.05,72.25,64.3,55.67,48.37,52.21,42.38,32.12,28.7
AMIL.CCG,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.83,39.17,42.94,48.21,54.36,59.96,68.84,73.08,64.97,56.27,48.92,52.89,42.84,32.4,29.9
AMIL.CCG_1.AZ,Hub,LMP,25.48,23.94,22.27,21.82,21.44,20.64,22.41,24.44,30.12,34.29,38.65,41.82,47,53.08,58.51,67.19,71.31,63.36,54.86,47.72,51.66,41.79,31.42,31.92
AMIL.CCG_2.AZ,Hub,LMP,25.71,23.92,21.84,21.16,20.64,20.29,22.08,24.45,29.66,34.8,39.18,42.73,47.95,53.97,59.63,68.44,72.6,64.61,56.08,48.64,52.48,42.57,32.14,30.63
AMIL.CCG_5.AZ,Hub,LMP,25.7,23.9,21.82,21.14,20.62,20.28,22.06,24.44,29.64,34.79,39.17,42.73,47.94,53.95,59.62,68.43,72.59,64.6,56.07,48.63,52.47,42.57,32.14,30.62
AMIL.CHEL,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.CILC,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.CILC.AZ,Hub,LMP,25.12,23.25,21.02,20.45,19.75,19.96,22.75,24.9,28.48,34.66,38.98,43.17,48.56,55.01,60.59,69.58,73.84,65.53,56.74,49.4,53.58,43.24,32.76,27.43
AMIL.CILC.BOC,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.CIPS,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.16,42.93,48.2,54.35,59.95,68.83,73.06,64.96,56.26,48.91,52.88,42.84,32.39,29.91
AMIL.CIPS.AZ,Hub,LMP,25.71,23.94,21.86,21.2,20.67,20.3,22.09,24.44,29.57,34.68,39.02,42.63,47.85,53.87,59.45,68.25,72.45,64.44,55.82,48.52,52.41,42.5,32.13,30.64
AMIL.CIPS.BOC,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.CIPS.IMEA,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.CLAY_1.AZ,Hub,LMP,25.96,24.37,22.64,22.17,21.77,21.01,23.07,25.19,30.94,35.34,39.82,43.15,48.47,54.71,60.33,69.27,73.52,65.34,56.58,49.2,53.24,43.09,32.11,32.34
AMIL.CLINTO51,Gennode,LMP,25.34,23.67,21.5,20.92,20.25,20.1,22.32,24.48,28.6,34.15,38.45,42.31,47.59,53.9,59.37,68.18,72.36,64.22,55.6,48.4,52.5,42.38,32.18,28.46
AMIL.CNE,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.COFFEEN1,Gennode,LMP,25.56,23.88,21.83,21.19,20.65,20.21,21.89,24.13,29.15,34.05,38.32,41.81,46.96,52.98,58.42,67.07,71.2,63.29,54.8,47.65,51.54,41.74,31.81,30.35
AMIL.COFFEEN2,Gennode,LMP,25.61,23.93,21.88,21.24,20.7,20.26,21.95,24.2,29.23,34.14,38.42,41.93,47.09,53.12,58.58,67.25,71.39,63.46,54.95,47.78,51.68,41.85,31.88,30.42
AMIL.COG_ACOGG,Gennode,LMP,22.95,19.63,17.44,16.52,16.29,17.32,18.22,22.26,26.15,33.35,36.19,43.56,48.61,53.83,58.9,68,72.67,66.01,56.72,46.83,50.19,41.74,31.7,28.23
AMIL.CONC,Loadzone,LMP,25.69,23.87,21.7,21.02,20.44,20.23,22.38,24.68,29.43,34.82,39.17,42.94,48.21,54.36,59.96,68.84,73.07,64.97,56.26,48.92,52.89,42.84,32.39,29.9
AMIL.CSTN3,Gennode,LMP,25.63,23.99,22.1,21.56,21.08,20.5,21.97,24.03,29.22,33.87,38.15,41.5,46.63,52.67,58.06,66.66,70.76,62.87,54.43,47.35,51.26,41.47,31.88,31.13
